Below are data for ortho-tolunitrile in purely electrostatic and CN-HB-conditions with water and MeOH.
Electric fields and HB geometry are reported together with vibrational frequencies and TDMs of the CN.
See 10.26434/chemrxiv-2024-rjm5p for further details

EF_x	EF_y	EF_z	env	HB_angle	HB_distance	v
-21.47240485	5.294535741	-47.77591649	H2O	80	2.500000456	0.051027888
-55.82251174	-0.21147029	-66.59136044	H2O	170	2.500000014	0.055481922
-51.01533852	0.284408666	-67.90612492	H2O	160	2.500000293	0.055143697
-45.50941272	0.123201924	-69.25117501	H2O	150	2.500001147	0.054407314
-39.43136485	-0.117973623	-70.18304505	H2O	140	2.499999427	0.053535864
-32.93215858	-0.104080661	-70.33318933	H2O	130	2.500000899	0.052788809
-26.07485435	0.08998787	-69.45429517	H2O	120	2.500000117	0.052277021
-18.94918919	0.124990513	-67.7713025	H2O	110	2.499998817	0.052144113
-11.28548381	0.034476182	-66.16099798	H2O	100	2.500000022	0.052500437
-10.88713999	-0.016523126	-63.09908389	H2O	90	2.500000626	0.052793387
-41.43633619	-0.014228828	-68.30051551	H2O	170	2.749999633	0.056410881
-45.9959403	0.054458611	-64.49507622	H2O	160	2.750000135	0.056276761
-50.27861906	0.060175627	-59.75763393	H2O	150	2.750000362	0.055988828
-54.20361345	-0.128742237	-54.18976975	H2O	140	2.750000689	0.055668557
-57.72273668	-0.333097267	-47.89583243	H2O	130	2.74999982	0.055463877
-59.86584056	5.287341377	-41.74447961	H2O	120	2.750000092	0.05548094
-57.77756168	12.35988969	-38.98668522	H2O	110	2.749999917	0.055785047
-51.30433812	21.32870646	-37.98331315	H2O	100	2.750000213	0.05588995
-43.07544804	26.84545053	-37.40648536	H2O	90	2.74999945	0.055764703
-32.15102302	25.9511399	-37.30172944	H2O	80	2.750000208	0.05464064
-20.68053191	15.61292608	-37.35902117	H2O	70	2.750000513	0.051948912
-39.08066386	1.691812976	-69.63300649	H2O	170	2.750000037	0.057177996
-39.13460588	7.60514081	-68.46348237	H2O	160	2.750000465	0.057209779
-38.42331974	13.23500705	-66.60137446	H2O	150	2.749999934	0.05706657
-37.0587423	18.55159764	-64.08031055	H2O	140	2.749999443	0.05685945
-35.2685338	23.39912863	-60.90321068	H2O	130	2.750000766	0.056660846
-33.04467668	27.19248309	-57.18985563	H2O	120	2.74999936	0.056421993
-30.55601924	29.72785129	-53.05588328	H2O	110	2.749999547	0.056148733
-27.70400766	30.60383403	-48.81997991	H2O	100	2.750000072	0.055743766
-24.56290078	28.76138619	-44.57290823	H2O	90	2.750000454	0.054945091
-18.22882011	11.26003281	-36.98536247	H2O	70	2.750000186	0.050850113
-36.98445782	8.645418834	-69.76546539	H2O	170	2.750001085	0.056660626
-30.34888241	8.912557488	-71.01323369	H2O	150	2.749999649	0.056516329
-25.88105523	12.90911309	-70.25407645	H2O	140	2.749999976	0.056118392
-21.27461481	16.40712905	-68.62075417	H2O	130	2.750000037	0.055698043
-16.75973508	19.10323166	-66.07797807	H2O	120	2.749999766	0.055255932
-12.5652306	20.7291966	-62.65135679	H2O	110	2.749999575	0.054781888
-8.790641686	20.98784255	-58.60323532	H2O	100	2.750000551	0.054167096
-4.778895046	20.06319985	-55.15189512	H2O	90	2.750000253	0.053302674
-8.764602577	17.4382986	-48.69882759	H2O	80	2.749999268	0.052699463
-16.87706606	9.219154665	-38.6939869	H2O	70	2.750001243	0.05037959
-37.79025876	-3.080206446	-69.93321943	H2O	170	2.75000064	0.056551977
-33.47989582	-0.005072506	-71.21824229	H2O	160	2.749999663	0.055965945
-27.69922781	-0.013318896	-72.21241483	H2O	150	2.75000071	0.055592799
-21.5670458	0.008573889	-72.37659155	H2O	140	2.74999991	0.055119118
-15.39795342	0.002300819	-71.57020888	H2O	130	2.749999866	0.054619608
-9.239080655	0.008062873	-69.83085667	H2O	120	2.749999271	0.054153677
-3.229336062	-0.002683357	-67.16614921	H2O	110	2.750000328	0.053760347
2.813522211	0.013155947	-63.89946876	H2O	100	2.74999969	0.053509769
4.820367713	0.006456383	-61.11837789	H2O	90	2.749999629	0.053504122
-38.11471597	0.086374766	-48.27181594	H2O	160	3.000000723	0.053580128
-41.7145448	0.038569348	-44.07532868	H2O	150	3.000000399	0.053537638
-44.90083798	-0.134838086	-39.26157777	H2O	140	3.000000393	0.05349363
-47.83064398	-0.092152206	-33.97325041	H2O	130	3.000000036	0.053513065
-50.19888296	-0.295623189	-28.79930531	H2O	120	2.999999685	0.053601374
-49.38293203	9.205105149	-26.1383442	H2O	110	2.999999487	0.053950251
-44.71868841	18.22613621	-26.12889219	H2O	100	3.00000109	0.054348701
-37.94934441	25.82710913	-26.36140447	H2O	90	3.000000428	0.054277321
-30.125505	28.65525437	-27.189379	H2O	80	2.999998563	0.053610502
-20.50926139	24.09624659	-28.88112306	H2O	70	2.999999868	0.051794985
-30.5992666	3.775737637	-53.41880372	H2O	170	2.99999853	0.054072903
-30.263927	9.070825664	-52.44942128	H2O	160	2.99999926	0.0543622
-29.3673608	14.18172714	-50.76529722	H2O	150	3.000000443	0.054700853
-26.40810373	23.40881443	-45.73975494	H2O	130	3.000001056	0.055357933
-24.58063886	27.30705965	-42.77817443	H2O	120	3.000001154	0.055546769
-22.66064512	30.52978207	-39.80894521	H2O	110	3.000000016	0.055554191
-20.72040386	32.59295882	-37.03925401	H2O	100	2.999999897	0.055269702
-18.70153359	32.9297027	-34.66271663	H2O	90	2.999999836	0.054616847
-16.67948036	30.33565023	-32.69086899	H2O	80	2.999999167	0.053417468
-14.36607922	21.61678207	-30.92970576	H2O	70	2.999999323	0.051090584
-27.37461899	5.641869459	-54.14791225	H2O	170	3.000000054	0.053634368
-24.68496309	6.191597465	-55.47457406	H2O	160	3.000001097	0.054120423
-20.88262476	9.993419846	-55.52141817	H2O	150	2.999999884	0.054228401
-16.78163775	13.57051005	-54.87479269	H2O	140	2.999999745	0.054344734
-12.55976634	16.83918217	-53.67459822	H2O	130	3.000000201	0.054430549
-8.456763572	19.66999102	-52.05956248	H2O	120	2.999999818	0.054420168
-4.774091459	21.80043429	-50.10877598	H2O	110	2.999999818	0.054219202
-1.830029951	22.89807969	-47.84872834	H2O	100	2.999999959	0.053695085
0.712976864	22.4320693	-45.7085918	H2O	90	2.999999949	0.052489451
-0.983744116	21.63156417	-43.09128968	H2O	80	2.999997397	0.052025307
-6.990158855	17.04554235	-37.21954646	H2O	70	3.000000626	0.050808929
-26.83323856	1.52321917	-55.05622989	H2O	170	2.9999999	0.05381762
-22.9368371	-0.023918359	-56.59148013	H2O	160	2.999999326	0.053443861
-17.71949424	-0.009899491	-57.47176354	H2O	150	3.000000843	0.053393019
-12.28592611	0.006078925	-57.61602425	H2O	140	2.999999825	0.053299718
-6.84087553	0.006342667	-57.12987391	H2O	130	3.000000566	0.053189139
-1.472369983	0.0048873	-56.15400608	H2O	120	3.000000138	0.05304639
7.961011843	0.259931057	-52.53307563	H2O	100	3.000000564	0.052470147
10.51613759	0.639473755	-50.84156333	H2O	90	3.000000169	0.052255114
-9.861375438	0.033781043	-30.59338834	H2O	70	3.000000077	0.049144569
-28.58732496	0.127930946	-35.12774432	H2O	160	3.250000576	0.050649167
-31.36689434	-0.04342158	-32.03454841	H2O	150	3.250000167	0.050756265
-38.17997311	-0.039181955	-20.73805798	H2O	120	3.250000681	0.051093668
-38.32774633	5.820873109	-18.43667765	H2O	110	3.249999634	0.051323299
-35.37731202	12.80005037	-18.61736499	H2O	100	3.249999963	0.051640396
-30.40880572	20.15480542	-18.98488643	H2O	90	3.250001104	0.051712192
-25.16322004	25.40209517	-19.7997197	H2O	80	3.250001081	0.051368083
-18.58269601	25.26743333	-21.39130563	H2O	70	3.250000587	0.05026537
-22.40374764	3.326223381	-39.09746548	H2O	170	3.249999843	0.050868308
-22.13080429	7.467959827	-38.4431367	H2O	160	3.24999997	0.051268309
-21.44741924	11.46530608	-37.24257723	H2O	150	3.250000028	0.051777193
-20.46695045	15.22013329	-35.57676174	H2O	140	3.250000191	0.052296337
-19.23829477	18.79148452	-33.57286985	H2O	130	3.249999797	0.052750403
-17.85658458	22.19309689	-31.38089259	H2O	120	3.249999998	0.053063234
-16.40010703	25.44863772	-29.17850364	H2O	110	3.249999548	0.053178949
-14.95160303	28.22208794	-27.21434379	H2O	100	3.249998565	0.053009981
-12.08821357	-29.83555383	-24.87739522	H2O	80	3.249999334	0.051613343
-30.77186024	-13.62375949	-27.35213817	H2O	130	3.249999512	0.051845205
-31.55536334	-16.20004247	-24.066136	H2O	120	3.250000078	0.052062107
-31.95840759	-17.79958249	-20.84394377	H2O	110	3.249998957	0.051899077
-30.94486507	-19.73752285	-19.16336928	H2O	100	3.250000416	0.051865658
-29.45959598	-21.17036546	-19.10192756	H2O	90	3.250000138	0.051743656
-25.4218366	-0.033443137	-37.67021125	H2O	170	3.249999923	0.05052829
-28.5962572	-0.005294622	-35.11959005	H2O	160	3.249999695	0.050649004
-31.3657084	0.009334953	-32.03440253	H2O	150	3.249999144	0.050756069
-33.82335355	-0.009128147	-28.49834745	H2O	140	3.25000068	0.050861712
-36.09014432	-0.013705732	-24.63076115	H2O	130	3.250000389	0.050970765
-38.17232995	0.056333297	-20.73910141	H2O	120	3.250000202	0.05110269
-39.76109879	-0.015244248	-17.86708507	H2O	110	3.250000592	0.051260428
-18.67637056	0.730122129	-27.77770639	H2O	170	3.500000206	0.048082512
-21.24055404	-0.240633484	-25.97257724	H2O	160	3.500000042	0.048179581
-23.38738415	0.025967172	-23.7848043	H2O	150	3.499999517	0.048349081
-25.30438303	0.07078909	-21.28024116	H2O	140	3.499999088	0.048515504
-27.05491248	0.037733848	-18.56013424	H2O	130	3.499999436	0.048649549
-28.72677315	0.057697662	-15.77643658	H2O	120	3.500000323	0.048747249
-29.50124965	-3.029138899	-13.84685306	H2O	110	3.499998904	0.048851635
-27.36563979	-8.31705999	-14.24877453	H2O	100	3.500000478	0.049034464
-23.82020477	-14.72075336	-14.53770454	H2O	90	3.499999872	0.049094598
-19.20312756	-19.69400121	-14.7427358	H2O	80	3.499999903	0.048574985
-13.32662397	-21.6928494	-15.44265627	H2O	70	3.499998397	0.047394538
-16.46286262	-2.551277911	-28.87886704	H2O	170	3.500000222	0.048262112
-16.28397161	-5.740515801	-28.46148859	H2O	160	3.500000239	0.048682598
-14.20643888	-14.58120867	-25.15471726	H2O	130	3.499987634	0.050211242
-12.19857983	-20.05478525	-21.89946702	H2O	110	3.499999441	0.050551403
-10.9538915	-22.71228667	-20.44396141	H2O	100	3.500000272	0.050391185
-9.800959755	-25.01313683	-19.26766971	H2O	90	3.500000709	0.049971152
-8.625426429	-26.40653563	-18.66506079	H2O	80	3.500000877	0.049304409
0.681459164	-22.75750179	-7.603943512	H2O	70	3.499999851	0.041471553
-18.14429549	-1.772525587	-28.02142176	H2O	170	3.500000041	0.04816767
-19.75910773	-4.014943169	-26.68606612	H2O	160	3.500000541	0.048425871
-21.09906365	-6.269181256	-24.88712265	H2O	150	3.499999765	0.048766987
-22.17736348	-8.379648145	-22.81353329	H2O	140	3.499999937	0.049105763
-23.68911536	-12.42775443	-18.19421363	H2O	120	3.499999683	0.049596816
-23.90248239	-13.4212694	-15.87849684	H2O	110	3.5000007	0.049310141
-22.39131089	-16.37322644	-14.62167666	H2O	90	3.499999689	0.049107955
-21.90416481	-17.6315119	-14.35129917	H2O	80	3.499999958	0.048556814
-18.7797726	0.089568118	-27.79794262	H2O	170	3.50000031	0.04801652
-21.24860879	0.001553401	-25.96756072	H2O	160	3.500000126	0.048175571
-25.30297261	-0.008302471	-21.28131358	H2O	140	3.500000364	0.048515919
-27.07146685	-0.022396742	-18.54272212	H2O	130	3.499999869	0.048648829
-28.72737675	0.022638551	-15.77651206	H2O	120	3.500000799	0.048749392
-30.13830821	0.004091513	-13.58564103	H2O	110	3.499999702	0.048824008
-30.95713789	-0.024764057	-13.18840869	H2O	100	3.500000379	0.0489463
-14.09130827	0.547971553	-21.25712777	H2O	170	3.750000071	0.046169753
-16.11340747	0.075868515	-19.90622375	H2O	160	3.750000346	0.046266779
-17.82642295	0.217423732	-18.2760043	H2O	150	3.749999871	0.046441446
-19.30566211	0.173475783	-16.48110671	H2O	140	3.74999997	0.046597926
-20.7074799	0.036360216	-14.4772276	H2O	130	3.749999116	0.046715118
-22.01857579	0.020648063	-12.44571322	H2O	120	3.750000325	0.046761958
-23.13625343	-0.024965099	-10.80683403	H2O	110	3.749999753	0.046755013
-21.39907881	-5.005065686	-11.41099061	H2O	100	3.749999642	0.046826387
-18.48645269	-10.14658928	-11.91400113	H2O	90	3.749999978	0.046846554
-14.9416123	-14.78240298	-11.74017258	H2O	80	3.749999607	0.046384577
-9.779416672	-17.56141483	-10.99529986	H2O	70	3.750002064	0.044942145
-12.04366303	-6.744818599	-21.23176161	H2O	150	3.749999928	0.047149398
-10.82242347	-11.31307363	-19.46413887	H2O	130	3.749998983	0.047998673
-9.271904281	-15.65716686	-17.09395751	H2O	110	3.750000013	0.048208932
-8.336977391	-17.90739934	-15.88970631	H2O	100	3.750000464	0.048025702
-7.326368091	-20.1376938	-14.83743789	H2O	90	3.750000255	0.047640292
-6.239321483	-22.20741521	-14.08498874	H2O	80	3.749999419	0.047078045
0.134250545	-17.72117135	-3.382959135	H2O	70	3.749999979	0.039454051
-13.71678164	-1.254536932	-21.44623794	H2O	170	3.749999679	0.046227348
-14.99098177	-3.059128265	-20.43032813	H2O	160	3.750000445	0.046478272
-16.06576123	-4.789324873	-19.12799529	H2O	150	3.749999519	0.046779053
-16.95173407	-6.444010387	-17.60011884	H2O	140	3.749999833	0.047084736
-18.16181544	-9.588699125	-14.24505682	H2O	120	3.749999696	0.047478799
-18.20850341	-10.29495219	-12.62149038	H2O	110	3.750000071	0.047159722
-17.84287086	-11.52036523	-11.62652081	H2O	100	3.749999732	0.046993793
-16.81814486	-12.32188289	-11.8700284	H2O	90	3.749999935	0.046833143
-16.42157655	-13.59308667	-11.602887	H2O	80	3.749999793	0.046406807
-14.17908821	-0.183280467	-21.25178816	H2O	170	3.749999613	0.046111399
-17.81897324	-0.02396023	-18.28571971	H2O	150	3.749999761	0.046438075
-22.01679973	-0.047028973	-12.44715501	H2O	120	3.750000077	0.046762738
-23.13933912	-0.019310604	-10.80616671	H2O	110	3.749999838	0.046758222
-23.81631826	0.000364146	-10.46758505	H2O	100	3.749999736	0.046792892
-24.11399416	-0.000424279	-11.5832297	H2O	90	3.749999915	0.046712131
-10.97281743	0.427051449	-16.73281584	H2O	170	4.000000142	0.044722721
-12.55428289	-0.407673425	-15.72717106	H2O	160	3.999999832	0.044814918
-13.93128254	0.272819596	-14.47948249	H2O	150	4.000000197	0.044955459
-15.10351486	0.107054696	-13.13424505	H2O	140	3.999999166	0.045070022
-17.15400595	-0.035920765	-10.16937327	H2O	120	3.999999626	0.045134633
-17.96323897	-0.060389056	-8.955699985	H2O	110	4.000000415	0.045062506
-16.89059868	-2.668807181	-9.416569725	H2O	100	3.999999479	0.045026323
-14.06787999	-6.348716184	-10.3133248	H2O	90	3.999999914	0.044976349
-11.09633458	-9.986464084	-10.18780813	H2O	80	3.999999534	0.044564831
-7.029474333	-12.45371496	-8.836244334	H2O	70	4.000000712	0.04318408
-9.733544655	-1.407400845	-17.36200482	H2O	170	4.000000448	0.044829054
-9.673858019	-3.363447668	-17.17091659	H2O	160	3.999999745	0.045148332
-9.046712105	-7.180478383	-16.1627322	H2O	140	4.000000495	0.04590426
-8.579613643	-8.960587506	-15.40970736	H2O	130	3.999999163	0.046182443
-7.943343991	-10.68930025	-14.58282528	H2O	120	4.000000187	0.046304931
-6.524794065	-14.12908688	-12.74932969	H2O	100	4.000000451	0.04604687
0.388384753	-13.34044086	-1.955186566	H2O	70	3.999999917	0.038555504
-10.69856156	-0.944793249	-16.87410212	H2O	170	3.999999831	0.044769433
-11.70848783	-2.379079313	-16.11237358	H2O	160	4.000000054	0.044982738
-12.56157683	-3.754162691	-15.13560236	H2O	150	3.999999551	0.045230063
-13.26031363	-5.06361879	-13.99862845	H2O	140	4.000000125	0.045465082
-13.95840638	-6.006732682	-12.76652687	H2O	130	4.000000291	0.045598885
-14.18666751	-7.485607322	-11.51095269	H2O	120	4.000000253	0.045720386
-14.10304425	-7.959307273	-10.32497947	H2O	110	3.999999326	0.045380228
-13.62739245	-8.713973413	-9.621843045	H2O	100	4.000001316	0.045148952
-12.48875952	-8.963056746	-10.01861051	H2O	90	3.999999961	0.04494214
-11.60347397	-9.538130576	-10.1991208	H2O	80	3.999999933	0.044589833
-11.04458618	-0.187279365	-16.71269322	H2O	170	3.999999837	0.044669618
-12.58205044	0.001612402	-15.71825418	H2O	160	3.999999293	0.04480274
-13.93445181	-0.004718013	-14.4849937	H2O	150	3.999999381	0.044945471
-17.96335816	-0.023163976	-8.964349089	H2O	110	3.999999413	0.045064474
-18.47084036	-0.008999337	-8.639715035	H2O	100	4.000001172	0.045022151
-18.31141064	-0.003549511	-9.862302716	H2O	90	3.999999384	0.044924986
-10.05342388	0.220480704	-12.69821159	H2O	160	4.249998924	0.043659886
-11.14184355	0.331591271	-11.75042948	H2O	150	4.249999892	0.04376539
-12.07073902	0.109456437	-10.7069475	H2O	140	4.250000078	0.043843001
-14.19218496	-0.072390121	-7.558990763	H2O	110	4.249999459	0.043730234
-13.74818504	-1.137641346	-7.763681443	H2O	100	4.249999833	0.043638341
-10.70006084	-3.569951559	-9.060813171	H2O	90	4.250000232	0.043507736
-8.15253444	-6.239634468	-9.077274433	H2O	80	4.249999634	0.043149853
-5.073290559	-8.118536629	-7.840838659	H2O	70	4.249999529	0.042048885
-7.794294715	-1.130245923	-13.98541284	H2O	170	4.249999795	0.043697178
-7.750733817	-2.718912405	-13.84418504	H2O	160	4.249999771	0.04393849
-7.568289631	-4.278237261	-13.54195095	H2O	150	4.249999646	0.044236947
-7.261311549	-5.793905345	-13.09011752	H2O	140	4.250000306	0.044510238
-6.858987635	-7.251425413	-12.51401822	H2O	130	4.250000623	0.044701962
-6.371889343	-8.63028406	-11.8654436	H2O	120	4.250000012	0.044763946
-5.860095366	-10.01327074	-11.12003125	H2O	110	4.250000239	0.044683594
-4.548865175	-12.63563788	-9.75411857	H2O	90	4.249999465	0.044145299
0.61097917	-10.35455576	-1.210328178	H2O	70	4.250000961	0.038118587
-10.04785511	-3.014109213	-12.26339645	H2O	150	4.250000595	0.043993455
-11.52537825	-5.942899883	-9.276499836	H2O	120	4.250000479	0.044331177
-11.04348463	-6.170064572	-8.627555714	H2O	110	4.249999603	0.043935148
-9.358986011	-6.512533793	-8.488252488	H2O	90	4.249999183	0.043452226
-8.060877747	-6.370939522	-9.039802331	H2O	80	4.249999834	0.043142514
-6.812279497	-6.83803498	-7.865343772	H2O	70	4.250000552	0.042040489
-8.827918774	-0.179024687	-13.46103771	H2O	170	4.250000055	0.04355524
-10.07620419	-0.010153092	-12.69895274	H2O	160	4.249999627	0.043651232
-11.14404543	-0.017358403	-11.75288949	H2O	150	4.249999293	0.043754448
-12.06655712	-0.030663455	-10.71149916	H2O	140	4.249999713	0.043833426
-13.58404018	-0.011291578	-8.507563794	H2O	120	4.249999487	0.043819441
-14.20058991	-0.003393869	-7.551755219	H2O	110	4.249998913	0.04372823
-14.49251303	-0.004288902	-7.295383338	H2O	100	4.250000245	0.043634006
-14.02700214	0.09615793	-8.541241316	H2O	90	4.249999094	0.04353287
-7.131951491	0.353215322	-11.11935431	H2O	170	4.499999281	0.042720206
-8.166325991	0.374190039	-10.48689351	H2O	160	4.500000027	0.042751416
-9.06351293	0.373287505	-9.738429272	H2O	150	4.50000031	0.042814781
-9.735567128	0.153159413	-8.919840819	H2O	140	4.499999227	0.042849072
-10.92783189	-0.045632825	-7.218756772	H2O	120	4.500000251	0.042786499
-11.37135413	-0.025469777	-6.474996456	H2O	110	4.500000669	0.042679789
-11.49455603	-0.026378612	-6.311776911	H2O	100	4.500000658	0.042576787
-8.265681222	-1.668539269	-7.990057539	H2O	90	4.499999595	0.042394282
-6.054751804	-3.522672071	-8.120988024	H2O	80	4.499999024	0.04209609
-3.383179128	0.627037949	-11.47715831	H2O	70	4.499999894	0.042268735
-6.374053402	-0.921045979	-11.5092365	H2O	170	4.499999316	0.042791314
-6.344261762	-2.219712933	-11.40679558	H2O	160	4.499999861	0.042976882
-6.199303183	-3.500988875	-11.16866392	H2O	150	4.499999837	0.043194167
-5.950829497	-4.754286418	-10.80452735	H2O	140	4.499999768	0.043396762
-5.626339018	-5.934149767	-10.35136485	H2O	130	4.499999749	0.043524039
-5.219807305	-7.057390792	-9.831535668	H2O	120	4.499999986	0.043548449
-4.97483348	-7.911484963	-9.297871744	H2O	110	4.499999768	0.043455916
-4.248602832	-9.17137315	-8.692409747	H2O	100	4.499999928	0.043254148
-2.986147727	-11.30970702	-7.558537548	H2O	80	4.49999985	0.042576721
0.714119768	-8.423100514	-0.821551326	H2O	70	4.499999652	0.037951368
-6.993157024	-0.611134297	-11.19598878	H2O	170	4.500000491	0.042744585
-7.649762125	-1.55349617	-10.7301866	H2O	160	4.500000438	0.042867525
-8.198625738	-2.457967312	-10.13400981	H2O	150	4.500000493	0.043007203
-8.622895809	-3.308608156	-9.450011383	H2O	140	4.500000468	0.043117897
-9.361990592	-4.785943976	-7.796722059	H2O	120	4.500000744	0.043157647
-8.783086302	-4.895086142	-7.292127229	H2O	110	4.499999772	0.042811326
-8.234793508	-5.177659115	-6.852935973	H2O	100	4.499999873	0.042548912
-7.239191781	-4.901916222	-7.123086208	H2O	90	4.499999706	0.042320586
-5.76183893	-4.143808595	-7.930933171	H2O	80	4.500000332	0.042057176
-4.322377186	-4.120531239	-7.287237279	H2O	70	4.500000002	0.04121907
-7.204048656	-0.164996908	-11.08379521	H2O	170	4.500000065	0.042667076
-8.202870016	-0.031627959	-10.4821243	H2O	160	4.500000129	0.042732316
-9.090664077	-0.010302049	-9.725306425	H2O	150	4.500000035	0.042811953
-9.817236774	-0.03057795	-8.902460911	H2O	140	4.500001075	0.04285093
-10.32170945	-0.002814913	-8.861365364	H2O	80	4.499999714	0.042125299
-5.905388498	0.339541715	-9.330130676	H2O	170	4.750000021	0.042068517
-6.709650804	0.593611936	-8.828056795	H2O	160	4.749999145	0.042094522
-7.48655248	0.433513247	-8.185217444	H2O	150	4.750000398	0.042097323
-8.108382982	0.086768654	-7.503352028	H2O	140	4.749999801	0.042090008
-1.212343722	0.926331284	-10.72393594	H2O	130	4.750000766	0.042187099
-8.8975059	-0.031030107	-6.199095006	H2O	120	4.750000625	0.041972066
-9.228065128	-0.018875127	-5.602938271	H2O	110	4.750000407	0.04185239
0.591050878	0.434088602	-9.875475717	H2O	100	4.749999196	0.041699047
-6.611018504	-0.49576603	-7.032565655	H2O	90	4.750000214	0.041576978
-4.58885188	-1.581644173	-7.299224636	H2O	80	4.749999071	0.041315497
-3.527397981	0.006523999	-9.354542273	H2O	70	4.750000465	0.04141989
-5.284192372	-1.840157385	-9.558731523	H2O	160	4.750001167	0.042258246
-5.166175489	-2.906138745	-9.365523961	H2O	150	4.749999631	0.042406352
-4.966824277	-3.936713922	-9.071935647	H2O	140	4.749999705	0.042530588
-4.68965017	-4.926697029	-8.694534036	H2O	130	4.750000037	0.0425999
-4.351181969	-5.856892685	-8.259661568	H2O	120	4.749999353	0.042588401
-3.963059653	-6.712770904	-7.799063148	H2O	110	4.750000409	0.042476593
-3.522283363	-7.535563261	-7.32425638	H2O	100	4.750000836	0.042283116
0.729049735	-7.115115108	-0.645311273	H2O	70	4.749999804	0.037927341
-5.657267432	-0.799224828	-9.364120411	H2O	170	4.749999368	0.04198757
-6.356113878	-1.282942619	-8.997606425	H2O	160	4.75000004	0.042164629
-6.797963063	-2.032440322	-8.509537881	H2O	150	4.750000241	0.042248013
-7.135015558	-2.732148137	-7.955882726	H2O	140	4.749999776	0.042310635
-7.344290563	-3.384832639	-7.360815074	H2O	130	4.749999174	0.042325131
-7.081425962	-3.944560709	-6.222675384	H2O	110	4.749999899	0.041929512
-6.543019814	-4.096410574	-5.841813934	H2O	100	4.750000452	0.041669931
-5.645373617	-3.783403092	-5.937519658	H2O	90	4.750000565	0.041434608
-4.336401542	-2.688493381	-6.879685237	H2O	80	4.749999725	0.041242205
-2.930639559	-2.213309979	-6.735784542	H2O	70	4.750000142	0.040677741
-5.98286561	-0.155620702	-9.282467793	H2O	170	4.749999204	0.04202684
-6.811552376	-0.032051287	-8.787886414	H2O	160	4.750000209	0.042049838
-7.521470417	-0.007654253	-8.182288458	H2O	150	4.750000168	0.042081965
-8.917702288	-0.028632797	-6.185826923	H2O	120	4.74999955	0.041976004
-9.21834833	-0.003788211	-5.613345109	H2O	110	4.750001159	0.041847162
-8.851300681	-0.005685966	-6.265586671	H2O	90	4.749999724	0.041674394
-7.778170924	-0.000524217	-7.970398888	H2O	80	4.75000007	0.041384105
-1.074956435	0.765927308	-9.052134181	H2O	130	5.000000244	0.04061497
-7.544048896	-0.05345418	-4.913705301	H2O	110	5.000000118	0.041530993
-7.232434011	-0.233781883	-4.997663334	H2O	100	4.999998617	0.041200988
-3.616924187	-0.226858621	-6.593067036	H2O	80	4.99999952	0.041112685
-3.246689051	-0.008168038	-8.046161448	H2O	70	5.000000193	0.040753607
-4.465140299	-1.555312291	-8.118553267	H2O	160	5.000000019	0.040803299
-3.34426227	-5.617831428	-6.632744908	H2O	110	5.000000632	0.041635264
-2.958417684	-6.2709725	-6.236875704	H2O	100	5.000000666	0.041726721
0.670110171	-6.207892065	-0.621294172	H2O	70	5.000000115	0.041539722
-5.766980293	-3.232703736	-5.317913097	H2O	110	4.999999393	0.037987405
-5.262530898	-3.322352626	-4.992748633	H2O	100	4.999999134	0.041220016
-4.480674955	-3.043601245	-4.987807803	H2O	90	4.999999851	0.040994818
-3.42755534	-1.805511405	-5.903361343	H2O	80	4.999999443	0.040768408
-2.326821895	-1.026296259	-6.149946114	H2O	70	5.000000011	0.040622299
-5.047955997	0.128656322	-7.879736726	H2O	170	5.000000394	0.040334576
-7.546463174	-0.00532287	-4.91426978	H2O	110	5.000000056	0.041460098
-7.332407423	-0.015588612	-4.969043703	H2O	100	5.00000032	0.041198213
-7.228306655	-0.003191018	-5.353989162	H2O	90	5.000000023	0.041109926
-6.050723976	-0.003565916	-7.134046678	H2O	80	4.999999578	0.041047979
-31.47746493	0.185558147	-46.67407343	MeOH	170	2.990301559	0.05469676
-35.0673278	0.25928295	-44.00626712	MeOH	160	2.985028543	0.05453181
-38.36923118	-0.210296693	-40.65041405	MeOH	150	2.978125689	0.054346348
-39.74121814	0.227236443	-33.54424355	MeOH	140	2.964710902	0.052970128
-44.88174731	0.079664854	-32.43397291	MeOH	130	2.966764216	0.054203428
-47.53359622	-4.124877888	-28.33396526	MeOH	120	2.963768487	0.054380446
-46.75630738	-8.662635003	-26.05980663	MeOH	110	2.972537896	0.054584763
-40.41926771	-15.38261885	-24.46962413	MeOH	100	3.020766123	0.054216766
-9.821212506	-18.60102485	-17.68785133	MeOH	70	3.328976994	0.045830778
-28.13550521	-4.041664095	-48.63278594	MeOH	170	2.992058303	0.054933167
-27.95393095	-9.039406494	-48.06724101	MeOH	160	2.989466963	0.055150874
-27.3020037	-13.91761305	-46.84474672	MeOH	150	2.986223813	0.055418028
-26.087481	-18.51815349	-45.02305942	MeOH	140	2.984668633	0.055725684
-24.46874181	-22.65917388	-42.58675357	MeOH	130	2.98738131	0.056021202
-22.46789885	-26.00683687	-39.67015985	MeOH	120	2.997341838	0.056209452
-20.38487174	-28.35963907	-36.4262316	MeOH	110	3.015629611	0.056171004
-18.39013765	-29.44473907	-33.14261709	MeOH	100	3.041861164	0.055725975
-16.14977751	-29.0094684	-30.16622628	MeOH	90	3.078321323	0.05469984
